"","g.start","sigma","r","mu","Bc","alpha","K","rho","lambda","Br","phi","B","period"
"131",0.134440746111795,0.169734651595354,0.0482055546483025,0.000341993836220354,0.424148030532524,0.420178469328675,173,0.385021790163592,0.00110782263800502,0.0268357865791768,0.00917371277697384,2.52793121617287,0.245843303988222
"132",0.116897677443922,0.0700689522083849,0.0885732383001596,0.000954236925812438,0.180962518276647,0.612067130277865,237,0.0450062123127282,0.0129517073417082,0.0462144642183557,0.0116409116471186,32.6478568837047,0.244387903939933
"133",0.0356007975060493,0.0510991196613759,0.0393607835751027,7.39975464530289e-05,0.156465577147901,0.896240279718768,402,0.508155362680554,0.00697345606051385,0.0351802178472281,0.00477740918286145,70.866689668037,0.257621297449805
"134",0.11010478977114,0.076852715248242,0.0828064535977319,0.000674472314072773,0.356245199288242,0.491434367198963,1,0.741842768387869,0.0158284946577624,0.0358993007848039,0.0137208111723885,86.9255407713354,0.272474914868362
"135",0.0367305619642138,0.138281803252175,0.039591329684481,0.000814229990588501,0.166960036451928,0.834639063570648,402,0.223692591767758,0.015880536660552,0.106293529090472,0.00614164401311427,62.3450163053349,0.228704483846668
"136",0.0537991244811565,0.145203136000782,0.0876010043546557,0.000835093153873459,0.36872011476662,0.630795967474114,91,0.031049134908244,0.0124059308087453,0.0751708567421883,0.000553127354942262,50.0246624229476,0.248268269216642
"137",0.0515612071845681,0.127384554641321,0.0942080698674545,0.000399410516489297,0.531407531653531,0.398334313591477,55,0.194158292608336,0.0164597097970545,0.0235581318661571,0.0178072234289721,56.4146690769121,0.181310837003402
"138",0.036681780545041,0.0570564266759902,0.053810220817104,0.000823363118804991,0.16257166415453,0.659784087038133,311,0.856970686465502,0.0154422617284581,0.0818640797678381,0.0186266995361075,78.5030428320169,0.320045203538612
"139",0.185145938629285,0.016067025763914,0.0349068533629179,0.000690221896860749,0.451309566223063,0.277594002487604,15,0.251075862441212,0.0147491405205801,0.0311769924173132,0.0115134943975136,20.2232192037627,0.127694700716529
"140",0.11610429789871,0.0100971607025713,0.0377320217434317,0.000227079515345395,0.138930907775648,0.519048126006965,102,0.663521788083017,0.0172295435331762,0.112216749722138,0.0156898131826892,78.3785375300795,0.109447908480652
"141",0.136770006967708,0.0331199964508414,0.0904956388054416,0.000530530738411471,0.230510011850856,0.574489447637461,276,0.357487214496359,0.0145458517083898,0.0418476637033746,0.0056118549220264,56.0002303449437,0.20187229328556
"142",0.177258943719789,0.193451206944883,0.00906450541224331,0.000841280062682927,0.0900850265286863,0.520033564709593,330,0.731294010998681,0.0132407724251971,0.0858671452663839,0.0129408324556425,44.6129901101813,0.179628425172996
"143",0.0969729791395366,0.019971120916307,0.0828338702907786,1.30700764711946e-05,0.457152688130736,0.982478301273659,272,0.529969232855365,0.0140913811093196,0.0392345330724493,0.00858093053102493,68.4534801868722,0.254560021210928
"144",0.184224168397486,0.129468349274248,0.0530202293535695,2.64055002480745e-05,0.261883868323639,0.432620638865046,129,0.749742038315162,0.00150497870054096,0.0806237482978031,0.014842332219705,83.0211798893288,0.290784086685162
"145",0.19739599074237,0.176313056284562,0.0355925805401057,0.000849006790434942,0.418291557766497,0.894243303162511,387,0.770726241869852,0.0079069533618167,0.112927563260309,0.0144884497812018,18.5797882033512,0.130222439831123
"146",0.189185555325821,0.145979518117383,0.0950625553261489,0.000867179129971191,0.530136967264116,0.676894301373977,210,0.376191369025037,0.0106038887286559,0.0512011828180402,0.00667048275470734,51.2311940314248,0.268712731988635
"147",0.0897093741688877,0.0128471066243947,0.034448044328019,0.000684510757215321,0.546591581497341,0.603162110084668,144,0.672390346648172,0.00618843736127019,0.10940538445022,0.00730536092072725,39.3863381817937,0.221923519680277
"148",0.12201826851815,0.191444776859134,0.0306429817341268,0.00048002605792135,0.479915896966122,0.769316808902659,225,0.467211293522269,0.016696161380969,0.0505804008617997,0.0153226826246828,83.4069356322289,0.292749515858013
"149",0.0543156606145203,0.0977441528812051,0.0784659190103412,0.000871570988092572,0.407089499710128,0.678300234663766,161,0.789513859897852,0.0148980808956549,0.0277257795725018,0.00447955564130098,70.8135285181925,0.316112634718884
"150",0.138999271485955,0.0952776131685823,0.0617937486618757,0.000248756047105417,0.369789918954484,0.523621580854524,377,0.641841785050929,0.00805375407915562,0.0631057878304273,0.0148795583797619,85.3554505156353,0.322318699199241
"151",0.0150346802081913,0.146387985907495,0.0469223741907626,0.000252034071600065,0.228479254362173,0.297744157258421,174,0.675688455579802,0.011641056635417,0.0778187937382609,0.0168474842142314,76.2629080563784,0.218297490125988
"152",0.0914920575916767,0.0268846802879125,0.0893637341912836,0.000395579953212291,0.190648046392016,0.521934091229923,213,0.971858950564638,0.0145677269017324,0.0871310222707689,0.0048719983547926,91.873685689643,0.289618340078741
"153",0.0706591924186796,0.158550916146487,0.00887971825432032,0.000228479841491207,0.340371839422733,0.562614477647003,223,0.892851426266134,0.00061544531956315,0.0589418414095417,0.00993659060448408,93.1569814914837,0.324000855002087
"154",0.126482472242787,0.0494034590665251,0.0909096910385415,0.000104652502108365,0.433717783843167,0.753183549910318,389,0.528962106676772,0.0158008429873735,0.0948063534731045,0.00671497338917106,74.2938205366954,0.114897641628049
"155",0.146094613801688,0.1670957878232,0.0678104991326109,0.000211643173126504,0.221505658770911,0.875716270238627,43,0.680812400532886,0.0199514454370365,0.0896491821436212,0.0172294205566868,28.2387257786468,0.197403304849286
"156",0.0867533908225596,0.16776259271428,0.00811232037376612,0.000633518716087565,0.31344781788066,0.489418725890573,413,0.131922490429133,0.0111380448983982,0.0586870607733726,0.00843082352541387,26.3490800745785,0.207921748207882
"157",0.0258776680100709,0.00233130161650479,0.068160657491535,0.000165425130166113,0.118719108588994,0.954630552034359,42,0.627743154298514,0.00981852638535202,0.081276809964329,0.0180730195296928,46.0094749461859,0.18394118190743
"158",0.0928732962347567,0.173017331352457,0.0511056864168495,0.000114552021957934,0.398657046444714,0.859978133463301,308,0.174047729931772,0.0150784682948142,0.0355107005964965,0.0115707685425878,46.7874903231859,0.220330721940845
"159",0.122582794399932,0.0382649935316294,0.0179433349752799,0.000869446472963318,0.274826248711906,0.575209190836176,57,0.803401530487463,0.0188748567411676,0.1030293107545,0.0100488982582465,99.7661633649841,0.242017517832574
"160",0.0789998896420002,0.142982667824253,0.0426162479678169,0.000937025315826759,0.233922901400365,0.860886054928415,238,0.968205272685736,0.0102803857903928,0.0453829586785287,0.00872713220771402,8.9867812814191,0.214601552248932
"161",0.149251657724381,0.115292806737125,0.0614100067876279,0.000371039860183373,0.450143652455881,0.869131158804521,442,0.45667404634878,0.0105462688487023,0.068824103246443,0.0185349040059373,12.0885388925672,0.152163405008614
"162",0.0419062997680157,0.194770111795515,0.036975668463856,0.000218125198269263,0.345722964918241,0.600562404666562,264,0.983376520685852,0.00277390759438276,0.118579315887764,0.0186418463476002,43.8474191585556,0.137444778161589
"163",0.0914534706622362,0.0610648321919143,0.0726568264421076,0.000786481773480773,0.272725108265877,0.586245798156597,206,0.663119031116366,0.00665510992985219,0.058771336642094,0.00439431198872626,24.4358044816181,0.328065149975009
"164",0.0772781998384744,0.177012990787625,0.0351616411469877,0.000786493596853688,0.326774479425512,0.530255599645898,392,0.434694819152355,0.00938618887681514,0.0323946328880265,0.0184957802016288,66.8095419881865,0.232178972181864
"165",0.0978723179548979,0.197400440229103,0.0939306465908885,1.15414327010512e-05,0.191578987939283,0.426795685722027,339,0.542871762765571,0.0128066226281226,0.051102349772118,0.00194015866611153,62.4763677362353,0.210756175459828
"166",0.0313362840097398,0.123599765449762,0.0143591325264424,0.000375023359432817,0.111477679293603,0.53411490219878,126,0.273715329123661,0.00949737698305398,0.0759219471178949,0.00741371295414865,11.2595016602427,0.101975578113925
"167",0.123739645071328,0.0733479741495103,0.0567436707904562,0.000741152081638575,0.404250434436835,0.648226276738569,338,0.0851554912514985,0.00765168708283454,0.0838672357657924,0.0115911384439096,24.0263168001547,0.312713408740237
"168",0.131700201099738,0.0245340849272907,0.0747115016914904,0.000237892295001075,0.292701389011927,0.958904294820968,267,0.128109771525487,0.00424863927531987,0.0652550844289362,0.013041225685738,25.7673794170842,0.228366228973027
"169",0.129675715044141,0.119588985247537,0.0950215231161565,0.00046244073822163,0.199077430483885,0.531364635622595,116,0.182299380423501,0.013504566824995,0.0817483785608783,0.0107483218004927,16.0315874498338,0.328271223083138
"170",0.0157260253094137,0.162318213563412,0.0229368389351293,0.000497351351426914,0.542303418111987,0.274596543808002,497,0.807707065483555,0.0115260327374563,0.0312625157693401,0.0069561802316457,16.530046146363,0.124852267690003
"171",0.0243235795293003,0.196966321673244,0.0668574373936281,0.000511207888834178,0.3708770272322,0.602763270144351,262,0.613040662370622,0.0100948882475495,0.0384208568418399,0.010898044956848,49.9104617862031,0.193333733170293
"172",0.0994918676093221,0.0322571780066937,0.0383130214875564,0.000153121741488576,0.496311017498374,0.276506926398724,145,0.586237387498841,0.0113408392248675,0.0468902483396232,0.0199222245439887,34.6719976048917,0.16936954727862
"173",0.0435439770575613,0.0987338170409203,0.0323071678169072,8.85381824336946e-05,0.46685842582956,0.905623620550614,42,0.360134431859478,0.0190178339276463,0.0431384559068829,0.0126741084968671,5.88205573149025,0.186303074925672
"174",0.164209389965981,0.169772575376555,0.00996642131358385,0.000741185290040448,0.238790693297051,0.423630127799697,60,0.605031389044598,0.000430774185806513,0.0799512040615082,0.00896281083580107,42.1965264482424,0.219645996980835
"175",0.0505854067392647,0.0962664673104882,0.0254003557143733,0.00038767274026759,0.490643778769299,0.916799890808761,120,0.78218427230604,0.011665889583528,0.0783785016089678,0.00339826100040227,53.653207840398,0.259076712545939
"176",0.120705970842391,0.110106939077377,0.067009341600351,0.000539295352529734,0.197463213768788,0.921023113944102,256,0.0732898535206914,0.00697377136908472,0.0865438726078719,0.0041173737263307,99.646609951742,0.30499395897612
"177",0.171296451427043,0.150518655776978,0.0817507034167647,0.000673250450519845,0.272272250219248,0.995166643464472,172,0.792605464812368,0.00835707449819893,0.0577055263612419,0.0105993687780574,85.3741550119594,0.103874944036361
"178",0.0944597302470356,0.0120607758872211,0.0413740080082789,9.13980226032436e-05,0.466946310084313,0.633384447253775,276,0.613873350899667,0.010254649524577,0.0904524613451213,0.00414568721782416,23.9372804528102,0.111324196204077
"179",0.131595785263926,0.0407080669421703,0.0471432386431843,0.00053053065459244,0.241732413717546,0.726360073953401,320,0.234212951269001,0.0129936251742765,0.0632510316837579,0.0135354886064306,63.7652224395424,0.297049910011701
"180",0.148335946723819,0.116249292483553,0.0318918742472306,0.000288416857598349,0.119282436743379,0.312632991583087,194,0.444077290361747,0.0180667071137577,0.020944785377942,0.0120730262575671,14.0011662384495,0.115168201443739
"181",0.126549192052335,0.159312947513536,0.0241791161941364,9.45046201813966e-05,0.375322278193198,0.722717978118453,50,0.0832100976258516,0.0130329378554597,0.0675113000487909,0.00203169419430196,53.5359595203772,0.302785836721305
"182",0.197824912518263,0.0542035530786961,0.0135122674982995,0.000255155461607501,0.536201314604841,0.488766095892061,440,0.166595525108278,0.0191631848970428,0.114661818956956,0.0018880061339587,0.0480943126603961,0.31218255195301
"183",0.0803567688912153,0.134619500627741,0.00223338627256453,0.000121731093619019,0.285872247722,0.435164782044012,394,0.414601408410817,0.0165571595449001,0.020031145545654,0.0141331851435825,27.0973405567929,0.141415492785163
"184",0.141800577007234,0.0117734245490283,0.0540082210907713,1.1730954516679e-05,0.0697494487510994,0.934127778804395,443,0.491492866538465,0.0111306654661894,0.0211365004116669,0.00402625204529613,72.9347332147881,0.153192915231921
"185",0.0404801957774907,0.0780750027857721,0.0961592592997477,0.000732415834907442,0.547840087627992,0.610671625472605,492,0.584979620296508,0.00845695115160197,0.0556059963349253,0.00939194980077446,93.1034009205177,0.144920194996521
"186",0.0973805574234575,0.0857540487777442,0.0675332970917225,0.000989123559324071,0.514080212870613,0.454673265281599,309,0.332350730430335,0.0190186281269416,0.0421823770087212,0.0102687154570594,48.4573630848899,0.176210521017201
"187",0.176099014561623,0.0253289624117315,0.0587397260125727,0.000690122524276376,0.540298346034251,0.559698397992179,423,0.246656532865018,0.015724936965853,0.0230674517154694,0.00887129516806453,34.4374315114692,0.262619122620672
"188",0.0916113040875643,0.00301583954133093,0.0413080053636804,0.000410992449149489,0.490729980939068,0.739077290403657,121,0.0243623803835362,0.0127406365191564,0.107647499074228,0.0128663839679211,1.84353219810873,0.275671193085145
"189",0.0941943306010217,0.0751783065497875,0.0611910395557061,0.000383478383766487,0.401277350913733,0.828528327168897,218,0.106467429781333,0.00660399427637458,0.113953988957219,0.0152907951176167,95.0416297186166,0.153844371014275
"190",0.0744269531220198,0.195207651518285,0.0553580856416374,0.000109910628059879,0.51837714407593,0.307908726565074,210,0.291338772280142,0.00149790595285594,0.0834238897589967,0.0150436745863408,34.7151963040233,0.328575185150839
"191",0.0487017854582518,0.0659645564388484,0.0123358198907226,4.71622156910598e-05,0.308808701997623,0.568160764290951,110,0.400949283502996,0.0059591964026913,0.0505989854969084,0.0125373105471954,17.6568695344031,0.243781622643583
"192",0.187307824054733,0.0942072693258524,0.0110119534656405,0.000782235679915175,0.269966052449308,0.351721738930792,341,0.709200798301026,0.0177067389991134,0.0718919027177617,0.00774899641051888,6.31630541756749,0.256743518605363
"193",0.117181066377088,0.120302997669205,0.00179436206817627,0.000358117296826094,0.208592388732359,0.384520445775706,294,0.972295877989382,0.00336317571811378,0.0267382649518549,0.00215852273628116,38.3442202815786,0.201077607031912
"194",0.197512414352968,0.177199246175587,0.0544000687543303,0.000770958858076483,0.365723839448765,0.878592898370698,18,0.133270397083834,0.00970983102917671,0.0734300883300602,0.0117474251566455,3.2923148246482,0.132141919312999
"195",0.179393179342151,0.0629609566647559,0.00330590903759003,0.000586513824062422,0.270418247161433,0.818441148323473,481,0.904814162524417,0.0040646337531507,0.0931031206902116,0.0078209055447951,54.7956255963072,0.185030374773778
"196",0.112986052781343,0.0176939752884209,0.0239983445266262,0.00099814487551339,0.446008550422266,0.276708294288255,174,0.0954120389651507,0.00572012791410089,0.0327253680722788,0.00218639283441007,83.2588993711397,0.156191984592006
"197",0.0686910865362734,0.00543320225551724,0.00747100354637951,0.000993288796395063,0.417711306782439,0.270359634945635,295,0.940628867130727,0.0163148794136941,0.055071106441319,0.00449660507962108,50.9106533369049,0.229861152104568
"198",0.179415908642113,0.157143040886149,0.0395487616537139,4.80170750524849e-05,0.523013363429345,0.978636248328257,33,0.0721953103784472,0.010362193332985,0.0438143830560148,0.0146799113694578,29.4509509112686,0.20222257925896
"199",0.0515598750207573,0.187400248087943,0.0694037634413689,3.02352274302393e-05,0.313725021970458,0.930566952680238,215,0.0338043523952365,0.0124230402568355,0.110548876626417,0.0148596873413771,32.3643570765853,0.292076771499123
"200",0.125206960365176,0.100245172670111,0.0357058902969584,9.59271397441626e-05,0.377199664898217,0.525637769256718,133,0.450031301705167,0.0144328772323206,0.0614033803856,0.0049564903927967,3.69506548158824,0.153976832851768
